,FSD,,,,#REF!,,,, -   ,  ,  , -   , 11 ,  , 13 ,  , -   ,  ,  , -   , 305 ," 34,098 ",  , 1 , 11 , -   , -   , Over Fuel ,  , D14S3 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,   ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!, 1 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,  ,#REF!,#REF!,  
15,FSD,Phalia,10-Dec,Wed,#REF!,,,, 105 , 2 ," 2,539 ", -   , 11 , 8 , 152 , 47 , -   , -   , 207 ," 5,000 "," 3,679 "," 35,419 ", 19 , 14 , 11 , -   , 266 , Over Fuel , Exp:11.0 km/L | Act:8.1 km/L [_______בבב] -2.9 km/L , D15S1 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,   ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!, 1 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,  ,#REF!,#REF!,  
,FSD,,,,#REF!,,,, -   ,  ,  , -   , 11 ,  , 20 ,  , -   ,  ,  , -   , 486 ," 34,933 ",  , 2 , 11 , -   , -   , Over Fuel ,  , D15S2 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,   ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!, 1 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,  ,#REF!,#REF!,  
,FSD,,,,#REF!,,,, -   ,  ,  , -   , 11 ,  , 4 ,  , -   ,  ,  , -   , 98 ," 34,835 ",  , 0 , 11 , -   , -   , Over Fuel ,  , D15S3 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,   ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!, 1 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,  ,#REF!,#REF!,  
16,FSD,Chakwal,11-Dec,Thu,#REF!,,,, 130 , 2 ," 3,147 ", -   , 11 , 4 , 113 , (17)," 3,760 "," 1,045 ", 331 ," 8,000 "," 2,722 "," 40,113 ", 30 , 10 , 11 , -   , 266 , Over Fuel , Exp:11.0 km/L | Act:3.7 km/L [___בבבבבבב] -7.3 km/L , D16S1 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,   ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!, 1 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,  ,#REF!,#REF!,  
,FSD,,,,#REF!,,,, -   ,  ,  , -   , 11 ,  , 7 ,  , -   ,  ,  , -   , 179 ," 39,933 ",  , 1 , 11 , -   , -   , Over Fuel ,  , D16S2 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,   ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!, 1 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,  ,#REF!,#REF!,  
17,FSD,Toba take singh,12-Dec,Fri,#REF!,,,, 280 , 5 ," 6,773 ", -   , 11 , 5 , 207 , (73)," 3,764 ", (189), 496 ," 12,000 "," 4,997 "," 46,936 ", 45 , 19 , 11 , -   , 266 , Over Fuel , Exp:11.0 km/L | Act:4.6 km/L [____בבבבבב] -6.4 km/L , D17S1 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,   ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!, 1 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,  ,#REF!,#REF!,  
,FSD,,,,#REF!,,,, -   ,  ,  , -   , 11 ,  , 14 ,  , -   ,  ,  , -   , 336 ," 46,600 ",  , 1 , 11 , -   , -   , Over Fuel ,  , D17S2 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,   ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!, 1 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,  ,#REF!,#REF!,  
,,,,,,,,," 2,244 ", -   , -   , -   , -   , -   ," 2,112 ", -   ," 3,764 "," 2,352 ", -   ," 108,000 ", -   , -   , -   , -   , -   , 10.3 , 267 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
